Gestora;Data;Talão;Classificação;Descrição;Valor
SESA;16/03/2017;16.03.0336;1721.33.12.11.00;Teto Financeiro;13.200,00
SESA;16/03/2017;16.03.0337;1721.33.13.12.00;INCENTIVO NO AMBITO DO PROGRAMA NACIONAL DE HIV, AIDS, OUTRAS DST;16.443,06
SESA;16/03/2017;16.03.0338;1721.33.14.23.00;OUTROS PROGRAMAS FINANC. POR TRANSF. FUNDO A FUNDO;2.083,55
SESA;16/03/2017;16.03.0339;1721.33.14.23.00;OUTROS PROGRAMAS FINANC. POR TRANSF. FUNDO A FUNDO;15.824,65
AMT;16/03/2017;16.03.0352;1919.15.00.00.00;Multas Previstas na Legislação de Trânsito;96,31
AMT;16/03/2017;16.03.0353;1919.15.00.00.00;Multas Previstas na Legislação de Trânsito;71,61
SEDUC;16/03/2017;16.03.0373;1724.01.00.00.00;Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionai;20.262,31
SEDUC;16/03/2017;16.03.0380;1325.01.02.00.00;Receita de Remuneração de Depósitos Bancários de Recursos Vinculados Receita de Remuneraç;5.194,45
SEFIN;16/03/2017;16.03.0381;1113.05.01.01.00;IMPOSTO SOBRE SERVIÇO – SIMPLES NACIONAL;2.892,48
SESA;16/03/2017;16.03.0382;1721.33.14.23.00;OUTROS PROGRAMAS FINANC. POR TRANSF. FUNDO A FUNDO;102.400,00
SESA;16/03/2017;16.03.0383;1721.33.14.15.00;OUTROS PROGRAMAS FINANC. POR TRANSF. FUNDO A FUNDO;75.820,00
SESA;16/03/2017;16.03.0384;1721.33.11.31.00;Saúde da Família;284.510,00
SEFIN;16/03/2017;16.03.0387;1122.99.00.00.00;Outras Taxas pela Prestação de Serviços;196,05
SEFIN;17/03/2017;17.03.0001;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;299,14
SEFIN;17/03/2017;17.03.0002;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;695,89
SEFIN;17/03/2017;17.03.0003;1112.08.00.00.00;Imposto sobre Transmissão “Inter Vivos” de Bens Imóveis e de Direitos Reais sobre Imóveis;600,00
SEFIN;17/03/2017;17.03.0004;1121.22.00.00.00;Taxa de Serviços Administrativos;3.437,28
SEFIN;17/03/2017;17.03.0005;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;1.840,35
SEFIN;17/03/2017;17.03.0006;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;2.702,68
SEFIN;17/03/2017;17.03.0007;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;795,52
SEFIN;17/03/2017;17.03.0008;1112.08.00.00.00;Imposto sobre Transmissão “Inter Vivos” de Bens Imóveis e de Direitos Reais sobre Imóveis;9.448,00
SEFIN;17/03/2017;17.03.0009;1112.08.00.00.00;Imposto sobre Transmissão “Inter Vivos” de Bens Imóveis e de Direitos Reais sobre Imóveis;36,83
SEFIN;17/03/2017;17.03.0010;1112.08.00.00.00;Imposto sobre Transmissão “Inter Vivos” de Bens Imóveis e de Direitos Reais sobre Imóveis;251,50
SEFIN;17/03/2017;17.03.0011;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;219,70
SEFIN;17/03/2017;17.03.0012;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;237,78
SEFIN;17/03/2017;17.03.0013;1121.17.00.00.00;Taxa de Fiscalização de Vigilância Sanitária;206,08
SEFIN;17/03/2017;17.03.0014;1121.99.00.00.00;Outras Taxas pelo Exercício do Poder de Polícia;713,34
SEFIN;17/03/2017;17.03.0015;1121.36.00.00.00;Taxa de Apreensão, Depósito ou Liberação de Animais;42,56
SEFIN;17/03/2017;17.03.0016;1121.22.00.00.00;Taxa de Serviços Administrativos;70,81
SEFIN;17/03/2017;17.03.0017;1122.28.00.00.00;Taxa de Cemitérios;100,00
SEFIN;17/03/2017;17.03.0018;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;2.592,61
SEFIN;17/03/2017;17.03.0019;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;195,05
SEFIN;17/03/2017;17.03.0020;1931.13.00.00.00;Receita da Dívida Ativa do Imposto sobre Serviços de Qualquer Natureza – ISS;138,72
SEFIN;17/03/2017;17.03.0021;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;5.922,72
SEFIN;17/03/2017;17.03.0022;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;206,61
SEFIN;17/03/2017;17.03.0023;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;290,00
SEFIN;17/03/2017;17.03.0024;1121.22.00.00.00;Taxa de Serviços Administrativos;82,43
SEFIN;17/03/2017;17.03.0025;1121.22.00.00.00;Taxa de Serviços Administrativos;82,43
SEFIN;17/03/2017;17.03.0026;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;551,29
SEFIN;17/03/2017;17.03.0027;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;378,22
SEFIN;17/03/2017;17.03.0028;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;1.633,75
AMT;17/03/2017;17.03.0314;1919.15.00.00.00;Multas Previstas na Legislação de Trânsito;140,75
DES. SOCIA;17/03/2017;17.03.1043;1721.34.99.00.00;Outras Transferências do FNAS;11.683,86
DES. SOCIA;17/03/2017;17.03.1044;1721.34.99.00.00;Outras Transferências do FNAS;11.683,86
SEFIN;17/03/2017;17.03.1045;1113.05.01.01.00;IMPOSTO SOBRE SERVIÇO – SIMPLES NACIONAL;4.958,79
AMT;17/03/2017;17.03.1046;1919.15.00.00.00;Multas Previstas na Legislação de Trânsito;98,92
AMT;17/03/2017;17.03.1047;1919.15.00.00.00;Multas Previstas na Legislação de Trânsito;61.288,85
SESA;20/03/2017;20.03.0001;1721.33.11.39.00;Transferência do Programa de Melhoria do Acesso e da Qualidade - PMAQ;72.700,00
AMT;20/03/2017;20.03.0002;1919.15.00.00.00;Multas Previstas na Legislação de Trânsito;86,43
IMAC;20/03/2017;20.03.0004;1121.99.01.00.00;Taxa de Licenciamento Ambiental;5.070,30
SEFIN;20/03/2017;20.03.0005;1113.05.01.01.00;IMPOSTO SOBRE SERVIÇO – SIMPLES NACIONAL;23.342,60
SEFIN;20/03/2017;20.03.0006;1113.05.01.01.00;IMPOSTO SOBRE SERVIÇO – SIMPLES NACIONAL;436,11
SEFIN;20/03/2017;20.03.0009;1113.05.01.02.00;IMPOSTO SOBRE SERVIÇO – STN CONVÊNIO;5.738,42
SESA;20/03/2017;20.03.0010;1325.01.03.00.00;Receita de Remuneração de Depósitos Bancários de Recursos Vinculados Receita de Remuneraç;1.566,20
SEFIN;20/03/2017;20.03.0012;1721.01.02.00.00;Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal;584.224,20
SEFIN;20/03/2017;20.03.0013;1721.01.05.00.00;Cota-Parte do Imposto Sobre a Propriedade Territorial Rural;268,72
SEFIN;20/03/2017;20.03.0014;1722.01.04.00.00;Cota-Parte do IPI – Municípios;4.079,33
SEDUC;20/03/2017;20.03.0015;1724.01.00.00.00;Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionai;44,23
SEDUC;20/03/2017;20.03.0016;1724.01.00.00.00;Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionai;2.391,47
SEDUC;20/03/2017;20.03.0017;1724.01.00.00.00;Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionai;815,86
SEDUC;20/03/2017;20.03.0018;1724.01.00.00.00;Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionai;328.521,65
SEDUC;20/03/2017;20.03.0019;1724.01.00.00.00;Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionai;116.844,82
SEFIN;20/03/2017;20.03.0020;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;1.287,69
SEFIN;20/03/2017;20.03.0021;1112.08.00.00.00;Imposto sobre Transmissão “Inter Vivos” de Bens Imóveis e de Direitos Reais sobre Imóveis;25.265,98
SEFIN;20/03/2017;20.03.0022;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;61,20
SEFIN;20/03/2017;20.03.0023;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;396,32
SEFIN;20/03/2017;20.03.0024;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;2.014,69
SEFIN;20/03/2017;20.03.0025;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;2.605,31
SEFIN;20/03/2017;20.03.0026;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;3.608,30
SEFIN;20/03/2017;20.03.0027;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;195,17
SEFIN;20/03/2017;20.03.0028;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;110,96
SEFIN;20/03/2017;20.03.0029;1121.17.00.00.00;Taxa de Fiscalização de Vigilância Sanitária;903,58
SEFIN;20/03/2017;20.03.0030;1121.29.00.00.00;Taxa de Licença para Execução de Obras;1.358,21
SEFIN;20/03/2017;20.03.0031;1121.22.00.00.00;Taxa de Serviços Administrativos;50,68
SEFIN;20/03/2017;20.03.0032;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;5.203,00
SEFIN;20/03/2017;20.03.0033;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;222,50
SEFIN;20/03/2017;20.03.0034;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;915,89
SEFIN;20/03/2017;20.03.0035;1112.08.00.00.00;Imposto sobre Transmissão “Inter Vivos” de Bens Imóveis e de Direitos Reais sobre Imóveis;7.300,00
SEFIN;20/03/2017;20.03.0036;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;116,55
SEFIN;20/03/2017;20.03.0037;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;205,48
SEFIN;20/03/2017;20.03.0038;1121.22.00.00.00;Taxa de Serviços Administrativos;161,69
SEFIN;20/03/2017;20.03.0039;1121.22.00.00.00;Taxa de Serviços Administrativos;158,52
SEFIN;20/03/2017;20.03.0040;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;1.182,61
SEFIN;20/03/2017;20.03.0041;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;1.473,96
SEFIN;20/03/2017;20.03.0042;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;149,81
SEFIN;21/03/2017;21.03.0001;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;1.789,29
SEFIN;21/03/2017;21.03.0002;1112.08.00.00.00;Imposto sobre Transmissão “Inter Vivos” de Bens Imóveis e de Direitos Reais sobre Imóveis;4.911,94
SEFIN;21/03/2017;21.03.0003;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;33,29
SEFIN;21/03/2017;21.03.0004;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;475,56
SEFIN;21/03/2017;21.03.0005;1121.17.00.00.00;Taxa de Fiscalização de Vigilância Sanitária;63,41
SEFIN;21/03/2017;21.03.0006;1121.99.00.00.00;Outras Taxas pelo Exercício do Poder de Polícia;713,34
SEFIN;21/03/2017;21.03.0007;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;1.340,69
SEFIN;21/03/2017;21.03.0008;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;1.045,45
SEFIN;21/03/2017;21.03.0009;1112.08.00.00.00;Imposto sobre Transmissão “Inter Vivos” de Bens Imóveis e de Direitos Reais sobre Imóveis;3.060,00
SEFIN;21/03/2017;21.03.0010;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;406,47
SEFIN;21/03/2017;21.03.0011;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;713,34
SEFIN;21/03/2017;21.03.0012;1121.29.00.00.00;Taxa de Licença para Execução de Obras;6.840,38
SEFIN;21/03/2017;21.03.0013;1121.22.00.00.00;Taxa de Serviços Administrativos;82,43
SEFIN;21/03/2017;21.03.0014;1121.22.00.00.00;Taxa de Serviços Administrativos;82,43
SEFIN;21/03/2017;21.03.0015;1121.22.00.00.00;Taxa de Serviços Administrativos;4,76
SEFIN;21/03/2017;21.03.0016;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;949,02
SEFIN;21/03/2017;21.03.0017;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;108,31
SEFIN;21/03/2017;21.03.0018;1112.08.00.00.00;Imposto sobre Transmissão “Inter Vivos” de Bens Imóveis e de Direitos Reais sobre Imóveis;10.920,00
SEFIN;21/03/2017;21.03.0019;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;317,30
SEFIN;21/03/2017;21.03.0020;1121.22.00.00.00;Taxa de Serviços Administrativos;82,43
SEFIN;21/03/2017;21.03.0021;1121.22.00.00.00;Taxa de Serviços Administrativos;63,40
SEFIN;21/03/2017;21.03.0022;1121.22.00.00.00;Taxa de Serviços Administrativos;4,76
SEFIN;21/03/2017;21.03.0023;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;16.014,87
SEFIN;21/03/2017;21.03.0024;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;625,87
SEFIN;21/03/2017;21.03.0025;1112.08.00.00.00;Imposto sobre Transmissão “Inter Vivos” de Bens Imóveis e de Direitos Reais sobre Imóveis;39.520,00
SEFIN;21/03/2017;21.03.0026;1121.17.00.00.00;Taxa de Fiscalização de Vigilância Sanitária;507,26
SEFIN;21/03/2017;21.03.0027;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;2.336,50
SESA;21/03/2017;21.03.0106;1721.33.14.23.00;OUTROS PROGRAMAS FINANC. POR TRANSF. FUNDO A FUNDO;153.164,70
SESA;21/03/2017;21.03.0107;1721.33.14.23.00;OUTROS PROGRAMAS FINANC. POR TRANSF. FUNDO A FUNDO;8.061,30
SEFIN;21/03/2017;21.03.0108;1722.01.01.00.00;Cota-Parte do ICMS;948.943,76
SEFIN;21/03/2017;21.03.0109;1722.01.02.00.00;Cota-Parte do IPVA;287.970,74
SEDUC;21/03/2017;21.03.0116;1724.01.00.00.00;Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionai;556.228,25
SEDUC;21/03/2017;21.03.0117;1724.01.00.00.00;Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionai;189.788,75
SEDUC;21/03/2017;21.03.0118;1724.01.00.00.00;Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionai;54.398,79
SEDUC;21/03/2017;21.03.0119;1724.01.00.00.00;Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionai;57.594,15
SEFIN;21/03/2017;21.03.0149;1113.05.01.01.00;IMPOSTO SOBRE SERVIÇO – SIMPLES NACIONAL;7.239,06
AMT;21/03/2017;21.03.0150;1919.15.00.00.00;Multas Previstas na Legislação de Trânsito;197,85
SEFIN;22/03/2017;22.03.0022;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;145,14
SEFIN;22/03/2017;22.03.0026;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;1.500,55
SEFIN;22/03/2017;22.03.0027;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;754,13
SEFIN;22/03/2017;22.03.0028;1121.22.00.00.00;Taxa de Serviços Administrativos;333,90
SEFIN;22/03/2017;22.03.0029;1121.22.00.00.00;Taxa de Serviços Administrativos;1.313,43
SEFIN;22/03/2017;22.03.0030;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;96,51
SEFIN;22/03/2017;22.03.0031;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;396,19
SEFIN;22/03/2017;22.03.0032;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;322,42
SEFIN;22/03/2017;22.03.0033;1112.04.34.00.00;Imposto de Renda Retido nas Fontes sobre Outros Rendimentos;69.521,24
SEFIN;22/03/2017;22.03.0034;1112.08.00.00.00;Imposto sobre Transmissão “Inter Vivos” de Bens Imóveis e de Direitos Reais sobre Imóveis;8.398,19
SEFIN;22/03/2017;22.03.0035;1112.08.00.00.00;Imposto sobre Transmissão “Inter Vivos” de Bens Imóveis e de Direitos Reais sobre Imóveis;2.363,83
SEFIN;22/03/2017;22.03.0036;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;1.771,44
SEFIN;22/03/2017;22.03.0037;1121.22.00.00.00;Taxa de Serviços Administrativos;82,43
SEFIN;22/03/2017;22.03.0038;1121.22.00.00.00;Taxa de Serviços Administrativos;63,40
SEFIN;22/03/2017;22.03.0039;1121.22.00.00.00;Taxa de Serviços Administrativos;4,76
SEFIN;22/03/2017;22.03.0040;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;580,66
SEFIN;22/03/2017;22.03.0041;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;10.362,71
SEFIN;22/03/2017;22.03.0042;1121.17.00.00.00;Taxa de Fiscalização de Vigilância Sanitária;63,41
SEFIN;22/03/2017;22.03.0043;1121.99.00.00.00;Outras Taxas pelo Exercício do Poder de Polícia;198,15
SEFIN;22/03/2017;22.03.0044;1121.36.00.00.00;Taxa de Apreensão, Depósito ou Liberação de Animais;1.150,00
SEFIN;22/03/2017;22.03.0045;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;1.127,27
SEFIN;22/03/2017;22.03.0046;1121.22.00.00.00;Taxa de Serviços Administrativos;31,70
SEFIN;22/03/2017;22.03.0047;1121.22.00.00.00;Taxa de Serviços Administrativos;121,33
SEFIN;22/03/2017;22.03.0048;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;35,33
SEFIN;22/03/2017;22.03.0049;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;36,60
SEFIN;22/03/2017;22.03.0050;1121.17.00.00.00;Taxa de Fiscalização de Vigilância Sanitária;206,08
SEFIN;22/03/2017;22.03.0051;1121.99.00.00.00;Outras Taxas pelo Exercício do Poder de Polícia;713,34
SEFIN;22/03/2017;22.03.0052;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;3.449,37
SEFIN;22/03/2017;22.03.0053;1931.13.00.00.00;Receita da Dívida Ativa do Imposto sobre Serviços de Qualquer Natureza – ISS;150,66
SEFIN;22/03/2017;22.03.0054;1112.08.00.00.00;Imposto sobre Transmissão “Inter Vivos” de Bens Imóveis e de Direitos Reais sobre Imóveis;1.200,00
SEFIN;22/03/2017;22.03.0055;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;113,88
SEFIN;22/03/2017;22.03.0056;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;760,72
SEFIN;22/03/2017;22.03.0057;1112.08.00.00.00;Imposto sobre Transmissão “Inter Vivos” de Bens Imóveis e de Direitos Reais sobre Imóveis;3.545,75
SEFIN;22/03/2017;22.03.0058;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;7,50
SEFIN;22/03/2017;22.03.0059;1121.17.00.00.00;Taxa de Fiscalização de Vigilância Sanitária;63,41
SEFIN;22/03/2017;22.03.0060;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;149,72
AMT;22/03/2017;22.03.0070;1919.15.00.00.00;Multas Previstas na Legislação de Trânsito;66,67
SECPAT;22/03/2017;22.03.0093;1230.00.00.00.00;Contribuição para o Custeio do Serviço de Iluminação Pública;1.925.401,30
SEFIN;22/03/2017;22.03.0094;1922.99.00.00.00;Outras Restituições;7.100,15
SEFIN;22/03/2017;22.03.0095;1922.99.00.00.00;Outras Restituições;4.367,08
SEFIN;22/03/2017;22.03.0096;1922.99.00.00.00;Outras Restituições;2.328,72
SEFIN;22/03/2017;22.03.0097;1922.99.00.00.00;Outras Restituições;1.832,64
SEFIN;22/03/2017;22.03.0098;1922.99.00.00.00;Outras Restituições;1.371,70
SEFIN;22/03/2017;22.03.0099;1922.99.00.00.00;Outras Restituições;370,47
SEFIN;22/03/2017;22.03.0100;1922.99.00.00.00;Outras Restituições;186,08
SEFIN;22/03/2017;22.03.0101;1922.99.00.00.00;Outras Restituições;64,19
SEFIN;22/03/2017;22.03.0102;1922.99.00.00.00;Outras Restituições;39,05
DES. SOCIA;22/03/2017;22.03.0103;1721.34.99.00.00;Outras Transferências do FNAS;8.300,00
DES. SOCIA;22/03/2017;22.03.0104;1721.34.99.00.00;Outras Transferências do FNAS;8.300,00
SESA;22/03/2017;22.03.0153;1721.33.14.11.00;FAEC - NEFROLOGIA;70.132,57
SESA;22/03/2017;22.03.0154;1721.33.14.11.00;FAEC - NEFROLOGIA;121.098,91
SEFIN;22/03/2017;22.03.0155;1113.05.01.01.00;IMPOSTO SOBRE SERVIÇO – SIMPLES NACIONAL;111.919,64
SESA;22/03/2017;22.03.0156;1762.01.00.00.00;Transferências de Convênio dos Estados para o Sistema Único de Saúde – SUS;225.000,00
AMT;22/03/2017;22.03.0157;1919.15.00.00.00;Multas Previstas na Legislação de Trânsito;197,86
SEFIN;23/03/2017;23.03.0010;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;683,43
SEFIN;23/03/2017;23.03.0011;1112.08.00.00.00;Imposto sobre Transmissão “Inter Vivos” de Bens Imóveis e de Direitos Reais sobre Imóveis;11.699,28
SEFIN;23/03/2017;23.03.0012;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;9.053,36
SEFIN;23/03/2017;23.03.0013;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;1.107,45
SEFIN;23/03/2017;23.03.0014;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;1.153,49
SEFIN;23/03/2017;23.03.0015;1112.08.00.00.00;Imposto sobre Transmissão “Inter Vivos” de Bens Imóveis e de Direitos Reais sobre Imóveis;1.699,00
SEFIN;23/03/2017;23.03.0016;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;527,84
SEFIN;23/03/2017;23.03.0017;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;292,83
SEFIN;23/03/2017;23.03.0018;1121.17.00.00.00;Taxa de Fiscalização de Vigilância Sanitária;554,82
SEFIN;23/03/2017;23.03.0019;1121.99.00.00.00;Outras Taxas pelo Exercício do Poder de Polícia;1.426,68
SEFIN;23/03/2017;23.03.0020;1121.22.00.00.00;Taxa de Serviços Administrativos;82,43
SEFIN;23/03/2017;23.03.0021;1121.22.00.00.00;Taxa de Serviços Administrativos;82,43
SEFIN;23/03/2017;23.03.0022;1121.22.00.00.00;Taxa de Serviços Administrativos;342,09
SEFIN;23/03/2017;23.03.0023;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;18.060,66
SEFIN;23/03/2017;23.03.0024;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;211,56
SEFIN;23/03/2017;23.03.0025;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;23.475,35
SEFIN;23/03/2017;23.03.0026;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;6.937,74
SEFIN;23/03/2017;23.03.0027;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;475,56
SEFIN;23/03/2017;23.03.0028;1121.17.00.00.00;Taxa de Fiscalização de Vigilância Sanitária;435,93
SEFIN;23/03/2017;23.03.0029;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;311,79
SEFIN;23/03/2017;23.03.0030;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;8.389,32
SEFIN;23/03/2017;23.03.0031;1112.08.00.00.00;Imposto sobre Transmissão “Inter Vivos” de Bens Imóveis e de Direitos Reais sobre Imóveis;7.160,00
SEFIN;23/03/2017;23.03.0032;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;84,80
SEFIN;23/03/2017;23.03.0033;1121.22.00.00.00;Taxa de Serviços Administrativos;121,33
SEFIN;23/03/2017;23.03.0034;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;467,89
SEFIN;23/03/2017;23.03.0035;1722.01.02.00.00;Cota-Parte do IPVA;18.885,70
AMT;23/03/2017;23.03.0036;1919.15.00.00.00;Multas Previstas na Legislação de Trânsito;61,63
SEDUC;23/03/2017;23.03.0118;1325.01.02.00.00;Receita de Remuneração de Depósitos Bancários de Recursos Vinculados Receita de Remuneraç;639,24
SEFIN;23/03/2017;23.03.0119;1113.05.01.01.00;IMPOSTO SOBRE SERVIÇO – SIMPLES NACIONAL;2.731,30
AMT;23/03/2017;23.03.0121;1919.15.00.00.00;Multas Previstas na Legislação de Trânsito;247,30
SEFIN;24/03/2017;24.03.0001;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;3.266,43
SEFIN;24/03/2017;24.03.0002;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;328,95
SEFIN;24/03/2017;24.03.0003;1112.08.00.00.00;Imposto sobre Transmissão “Inter Vivos” de Bens Imóveis e de Direitos Reais sobre Imóveis;2.396,39
SEFIN;24/03/2017;24.03.0004;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;129,44
SEFIN;24/03/2017;24.03.0005;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;296,25
SEFIN;24/03/2017;24.03.0006;1121.99.00.00.00;Outras Taxas pelo Exercício do Poder de Polícia;2.377,80
SEFIN;24/03/2017;24.03.0007;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;11.146,80
SEFIN;24/03/2017;24.03.0008;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;1.653,69
SEFIN;24/03/2017;24.03.0009;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;100,59
SEFIN;24/03/2017;24.03.0010;1112.08.00.00.00;Imposto sobre Transmissão “Inter Vivos” de Bens Imóveis e de Direitos Reais sobre Imóveis;1.510,00
SEFIN;24/03/2017;24.03.0011;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;57,00
SEFIN;24/03/2017;24.03.0012;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;340,30
