Identificador do Contrato,UASG,Modalidade da Licitação,Número do Aviso da Licitação,Código do Contrato,Licitação associada,Origem da Licitação,Número,Objeto,Número de Aditivos,Número do Processo,CPF Contratada,CNPJ Contratada,Data de Assinatura,Fundamento Legal,Data de Início da Vigência,Data de Termino da Vigência,Valor inicial,Aditivos do Contrato > uri,Apostilamentos do Contrato > uri,Eventos do Contrato > uri
27300750000011995,273007: 18.DISTRITO RODOVIARIO FEDERAL,"2: TOMADA DE PREÇOS                                  ",0000892/1994,"50: CONTRATO                                          ",Licitação 27300702008921994,SISPP,00001/1995,"Limpeza, asseio e conservao das dependncias da sede do 18 DRF.",2,51280001085/94-01,,Fornecedor 09.529.140/0001-26: Hiper Servios ltda.,09/05/1995,lei 8666/93,25/05/1995,24/05/1999,"R$ 277,918.32",/contratos/id/contrato/27300750000011995/aditivos,/contratos/id/contrato/27300750000011995/apostilamentos,/contratos/id/contrato/27300750000011995/eventos
34301550000011995,343015: MUSEU IMPERIAL DE PETROPOLIS/RJ,"2: TOMADA DE PREÇOS                                  ",00001/1995,"50: CONTRATO                                          ",Licitação 34301502000011995,SISPP,00001/1995,Prestao de servios de limpeza e conservao no mbito do  Museu Imperial,4,01464000124/95-62,,Fornecedor 00.277.106/0001-37: PERSONAL SERVICE RECURSOS HUMANOSASSESSORIA EMPR LTDA,29/01/1999,Lei 8.666/93,29/01/1999,30/06/2000,"R$ 6,000.00",/contratos/id/contrato/34301550000011995/aditivos,/contratos/id/contrato/34301550000011995/apostilamentos,/contratos/id/contrato/34301550000011995/eventos
51040550000011995,510405: GERÊNCIA EXECUTIVA GOIÂNIA/GO,"3: CONCORRÊNCIA                                      ",00001/1994,"50: CONTRATO                                          ",Licitação 51040503000011994,SISPP,00001/1995,Servio de Limpeza e Conservao de Edificios do INSS/GO.,4,35069002271/94-15,,Fornecedor 26.906.867/0001-02: SECAL  SERVICOS  DE  ENGENHARIACONSERVACAO E ASSEIO LTDA,31/01/1995,Inc. II Art. 23 Lei 8.666/93.,01/02/1995,30/09/2000,"R$ 899,080.80",/contratos/id/contrato/51040550000011995/aditivos,/contratos/id/contrato/51040550000011995/apostilamentos,/contratos/id/contrato/51040550000011995/eventos
38004550000011995,380045: DELEGACIA REGIONAL DO TRABALHO/PB,"1: CONVITE                                           ",000014/1994,"50: CONTRATO                                          ",Licitação 38004501000141994,SISPP,00001/1995,"Locao dos servios de higiene e limpeza, para a sede(Joo Pessoa) Subdelegacia do Trabalho em Campina Grande e Agncias de Atendimento de Patos e Cajazeiras.",6,46224.003618/94,,Fornecedor 08.545.485/0001-00: L&M SERVICOS E CONSERVACAO DE BENSLTDA,02/01/1995,"Inciso III, do Art. 22 da Lei n 8.666/93",02/01/1995,01/01/1996,"R$ 29,409.84",/contratos/id/contrato/38004550000011995/aditivos,/contratos/id/contrato/38004550000011995/apostilamentos,/contratos/id/contrato/38004550000011995/eventos
15307150000011996,153071: MEC/UF/HOSP.UNIVERS.LAURO WANDERLEY/PB,"6: DISPENSA DE LICITAÇÃO                             ",000016/1996,"50: CONTRATO                                          ",Licitação 15307106000161996,SISPP,00001/1996,Contratao de mo especializada para suprir o quadro de pessoal do Hospital Universitrio Lauro Wanderley.,2,1696,,Fornecedor 08.667.750/0001-23: FUNDACAO JOSE AMERICO,02/01/1999,Artigo 24 inciso 13.,02/01/1999,31/12/1999,"R$ 2,496,000.00",/contratos/id/contrato/15307150000011996/aditivos,/contratos/id/contrato/15307150000011996/apostilamentos,/contratos/id/contrato/15307150000011996/eventos
17032350000011996,170323: MF-DELEGACIA DA RECEITA FEDERAL EM FRANCA-SP,"6: DISPENSA DE LICITAÇÃO                             ",00001/1996,"50: CONTRATO                                          ",Licitação 17032306000011996,SISPP,00001/1996,Contratao de locao de imvel para a Agncia da Receita Federal em So Joaquim da Barra.,17,13858001056/96-68,***493758**: FRANCISCO MAUAD,,01/11/1996,"Artigo 24, inciso X da Lei 8.666/93",01/11/1996,31/10/1999,"R$ 61,920.00",/contratos/id/contrato/17032350000011996/aditivos,/contratos/id/contrato/17032350000011996/apostilamentos,/contratos/id/contrato/17032350000011996/eventos
25444550000011996,254445: INSTITUTO DE TECNOLOGIA EM IMUNOBIOLOGICOS,"2: TOMADA DE PREÇOS                                  ",000032/1996,"50: CONTRATO                                          ",Licitação 25444502000321996,SISPP,00001/1996,"Servio de locao, manuteno, lavagem e preparo em Classe 100 de uniformes para rea limpa.",4,25380009814/96-83,,Fornecedor 33.325.184/0001-19: ALSCO TOALHEIRO BRASIL LTDA.,06/11/1996,"Artigo 61, Pargrafo nico.",06/11/1996,06/11/1997,"R$ 96,492.00",/contratos/id/contrato/25444550000011996/aditivos,/contratos/id/contrato/25444550000011996/apostilamentos,/contratos/id/contrato/25444550000011996/eventos
17032250000011996,170322: MF-DELEGACIA DA RECEITA FEDERAL -ARARAQUARA,"3: CONCORRÊNCIA                                      ",000014/1995,"50: CONTRATO                                          ",Licitação 17032203000141995,SISPP,00001/1996,"Prestao de servios de locao de equipamentos reprogrficos,composto de mquinas reprogrficas, impressoras laser e plotadora de jato de tinta para os rgos do Ministrio da Fazenda.",1,13851000447/99-03,,Fornecedor 02.773.629/0013-33: XEROX COMERCIO E INDUSTRIA LTDA,02/01/1996,Lei 8.666/93,02/01/1996,01/01/2000,"R$ 12,440,504.00",/contratos/id/contrato/17032250000011996/aditivos,/contratos/id/contrato/17032250000011996/apostilamentos,/contratos/id/contrato/17032250000011996/eventos
27308050000011996,273080: DNER - 19 DISTRITO RODOVIARIO FEDERAL/MS,"2: TOMADA DE PREÇOS                                  ",00001033/1995,"50: CONTRATO                                          ",Licitação 27308002010331995,SISPP,00001/1996,"Servio de informtica abrangendo: assessoria, administrao e manutenop de rede Novell, desenvolvimento e suporte de sistema na  Sede e Sub-Unidades ( interior do Estado ) do 19 DRF/DNER.",11,51290001069/95-35,,Fornecedor 73.483.752/0001-24: ENGENET INFORMATICA CONSULTORIA ESISTEMAS LTDA,08/02/1996,Lei n 8.666/93.,12/02/1996,12/02/1999,"R$ 445,722.00",/contratos/id/contrato/27308050000011996/aditivos,/contratos/id/contrato/27308050000011996/apostilamentos,/contratos/id/contrato/27308050000011996/eventos
15304650000011996,153046: UNIVERSIDADE FEDERAL DO ESPIRITO SANTO/ES,"6: DISPENSA DE LICITAÇÃO                             ",00001/1996,"50: CONTRATO                                          ",Licitação 15304606000011996,SISPP,00001/1996,"O presente trata de Termo Aditivo ao Contrato sn, de Cesso de mo de obra, datado de 02.02.1994,vigorando  partir da publicao do presente, ocorrida em 13.12.96, cujo OBJETIVO foi o ajuste e atualizao de suas clu sulas, compatibilizando-as c/a natureza do ajuste, bem como ajustando-as s normas legais aplicveis  espcie. OBJETO: Fornecimento de mo de obra de apenados sob custdia do Juzo das Execues Criminais  UFES e a ressocia lizao destes, mediante terapia ocupacional.",,23068008128/94-12,,Fornecedor 36.388.023/0001-62: SECRETARIA DE ESTADO DA JUSTICA,10/12/1996,Lei 8666/93.,13/12/1996,12/12/2001,"R$ 60,000.00",/contratos/id/contrato/15304650000011996/aditivos,/contratos/id/contrato/15304650000011996/apostilamentos,/contratos/id/contrato/15304650000011996/eventos
25500150000011996,255001: FUNDACAO NACIONAL DE SAUDE/AC,"2: TOMADA DE PREÇOS                                  ",00007/1995,"50: CONTRATO                                          ",Licitação 25500102000071995,SISPP,00001/1996,contratacao de empresa especializada para prestacao de servicos de vigilancia armada no predio sede e area adjacentes da funasa acre,3,25106.00105095-82,,Fornecedor 14.368.385/0001-59: FORTEBANK VIGILANCIA PATRIMONIALLTDA,02/01/1996,lei 8666/93,02/01/1996,02/01/2000,"R$ 199,554.12",/contratos/id/contrato/25500150000011996/aditivos,/contratos/id/contrato/25500150000011996/apostilamentos,/contratos/id/contrato/25500150000011996/eventos
15403250000011996,154032: UNIVERSIDADE FED. DE CIENCIAS DA SAUDE/RS,"1: CONVITE                                           ",00004/1996,"50: CONTRATO                                          ",Licitação 15403201000041996,SISPP,00001/1996,"Assessoria jurdica em licitaes e contratos, consistindo de  exa mes e vistos de Editais, pareceres,patrocinio ou defesa demandas judiciais.",5,23103000009/96-38,***.100.400-**,,18/09/1996,"Artigo 22, Paragrafo 3.",18/09/1996,17/09/1997,"R$ 21,600.00",/contratos/id/contrato/15403250000011996/aditivos,/contratos/id/contrato/15403250000011996/apostilamentos,/contratos/id/contrato/15403250000011996/eventos
25500350000011996,255003: FUNDACAO NACIONAL DE SAUDE/AP,"3: CONCORRÊNCIA                                      ",00001/1996,"50: CONTRATO                                          ",Licitação 25500303000011996,SISPP,00001/1996,Contratacao de empresa para prestacao de servico de vigilancia arma da nas areas internas e externas das Unidades desta Coordenacao/FNS/AP.,8,25115000474/96-65,,Fornecedor 06.272.413/0009-69: NORSERGEL VIGILANCIA E TRANSPORTEDE VALORES.,11/11/1996,"Capitulo II, Secao I, Art. 23, Paragrafo II, Inciso ""c"".",11/11/1996,11/11/1997,"R$ 857,759.76",/contratos/id/contrato/25500350000011996/aditivos,/contratos/id/contrato/25500350000011996/apostilamentos,/contratos/id/contrato/25500350000011996/eventos
26400150000011996,264001: FUNDJORGE D.FIGUEIREDO DE SEG.MED.TRABALHO/SP,"2: TOMADA DE PREÇOS                                  ",00002/1996,"50: CONTRATO                                          ",Licitação 26400102000021996,SISPP,00001/1996,Prestao de servios de segurana e vigilncia .,8,SAA-2196/95,,Fornecedor 67.552.034/0001-60: CAPITAL SERVICOS DE VIGILANCIA ESEGURANCA LTDA,27/08/1996,Lei 8.666/93.,27/08/1996,27/08/1997,"R$ 465,864.00",/contratos/id/contrato/26400150000011996/aditivos,/contratos/id/contrato/26400150000011996/apostilamentos,/contratos/id/contrato/26400150000011996/eventos
11360250000011996,113602: INST.PESQUISA ECONOMICA APLICADA/RJ,"7: INEXIGIBILIDADE DE LICITAÇÃO                      ",00001/1996,"50: CONTRATO                                          ",Licitação 11360207000011996,SISPP,00001/1996,"Contrato de prestao de servio prestado pela ECT Empresa Brasi leira de Correios e Telgrafos, de recebimento nas agncias da ECT, e/ou co leta, transporte e entrega domiciliria, em mbito nacional, de encomendas SEDEX, em suas vrias modalidades.",1,03011000018/96-78,,Fornecedor 34.028.316/0001-03: EMPRESA BRASILEIRA DE CORREIOS ETELGRAFOS,31/10/1996,""CAPUT"" do Artigo 25 da Lei 8666/93,31/10/1996,30/10/2001,"R$ 5,000.00",/contratos/id/contrato/11360250000011996/aditivos,/contratos/id/contrato/11360250000011996/apostilamentos,/contratos/id/contrato/11360250000011996/eventos
13002350000011996,130023: SUPERINT.FEDERAL DE AGRIC.PECUARIA E ABASTEC.,"1: CONVITE                                           ",00001/1996,"50: CONTRATO                                          ",Licitação 13002301000011996,SISPP,00001/1996,Prestao de servio de vigilncia desarmada.,4,210400002599615,,Fornecedor 24.518.383/0001-52: URBANOSERV VIGILANCIA S/C LTDA,01/06/1996,Inciso III do Artigo 22 da Lei 8.666/93 e suas alteraes,01/06/1996,31/12/1999,"R$ 86,000.00",/contratos/id/contrato/13002350000011996/aditivos,/contratos/id/contrato/13002350000011996/apostilamentos,/contratos/id/contrato/13002350000011996/eventos
25502250000011996,255022: FUNDACAO NACIONAL DE SAUDE/RO,"2: TOMADA DE PREÇOS                                  ",00002/1996,"50: CONTRATO                                          ",Licitação 25502202000021996,SISPP,00001/1996,SERVIO COM REPOSIO DE PEAS NAS BOMBAS TERMUNEBULIZADORAS MARCA PULSFOG E SWINGFOG.,,25275000927/96-01,,Fornecedor 68.666.379/0001-07: TERMOFOG  TECNOLOGIA E COMERCIOLTDA,04/07/1996,LEI 8.666/93.,04/07/1996,04/07/2001,R$ 68.00,/contratos/id/contrato/25502250000011996/aditivos,/contratos/id/contrato/25502250000011996/apostilamentos,/contratos/id/contrato/25502250000011996/eventos
13531550000011996,135315: CONAB-SUPERINTENDENCIA REGIONAL/RS,"1: CONVITE                                           ",00006/1996,"50: CONTRATO                                          ",Licitação 13531501000061996,SISPP,00001/1996,"Prestao de servio de analise da agua em 02 torres de refriamento do AFCAAL, com formecimento de produtos quimicos para tratamento da agua.",2,06.007/96,,Fornecedor 80.266.893/0001-50: PROQUIM QUIMICA INDUSTRIAL LTDA,24/04/1996,Artigo 22 inciso III,24/04/1996,23/04/1997,"R$ 3,891.60",/contratos/id/contrato/13531550000011996/aditivos,/contratos/id/contrato/13531550000011996/apostilamentos,/contratos/id/contrato/13531550000011996/eventos
13532550000011996,135325: CONAB-SEDE SUREG/SP,"1: CONVITE                                           ",00001/1996,"50: CONTRATO                                          ",Licitação 13532501000011996,SISPP,00001/1996,"Contratao de firma especializada na prestao de servios de vigi lncia armada para unidade da Conab em Araraquara, UC/Araraquara na, Av. Mi guel Bucalem, 340 Jd. Iguatemi_Araraquara/SP",10,0001,,Fornecedor 67.803.726/0001-33: SUPORTE SERVICOS DE SEGURANCA LTDA,01/03/1996,Lei 8666/93,01/03/1996,01/03/1997,"R$ 31,393.80",/contratos/id/contrato/13532550000011996/aditivos,/contratos/id/contrato/13532550000011996/apostilamentos,/contratos/id/contrato/13532550000011996/eventos
25502050000011996,255020: FUNDACAO NACIONAL DE SAUDE - RN,"3: CONCORRÊNCIA                                      ",00001/1996,"50: CONTRATO                                          ",Licitação 25502003000011996,SISPP,00001/1996,"Prestao de servios de vigilncia armada nas dependncias da Sede da Coordenao Regional da Fundao Nacional de Saude, Distritos Sanitrios Centros de Sade, Centros de Operaes e Unidades Mistad da Fundao Nacional de Sade no Estado do Rio Grande do Norte, a serem executados pela quan tidade de 85 (oitenta e cinco) trabalhadores qualificados e habilitados.",,25255000423/96-11,,Fornecedor 08.240.327/0001-42: START VIGILANCIA LTDA.,01/07/1996,Lei 8.666/93,01/07/1996,01/07/1997,"R$ 1,628,797.20",/contratos/id/contrato/25502050000011996/aditivos,/contratos/id/contrato/25502050000011996/apostilamentos,/contratos/id/contrato/25502050000011996/eventos
17019050000011996,170190: SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - MT,"6: DISPENSA DE LICITAÇÃO                             ",00001/1996,"50: CONTRATO                                          ",Licitação 17019006000011996,SISPP,00001/1996,"contrato de locao de imvel no residencial, situado a  avenida porto velho n 2328 centro cacoal/ro",,10292000199/96-34,***.105.870-**,,22/07/1996,lei 8666/93,22/07/1996,22/07/1999,"R$ 90,000.00",/contratos/id/contrato/17019050000011996/aditivos,/contratos/id/contrato/17019050000011996/apostilamentos,/contratos/id/contrato/17019050000011996/eventos
25501750000011996,255017: FUNDACAO NACIONAL DE SAUDE - PE,"7: INEXIGIBILIDADE DE LICITAÇÃO                      ",00001/1996,"50: CONTRATO                                          ",Licitação 25501707000011996,SISPP,00001/1996,"SERVIO DE COLETA, TRANSPORTE E ENTREGA DE CORRESPONDENCIAS NOS CEN TROS DE SADE, UNIDADE MISTA E DISTRIT0S SANITARIOS DA FNS/PE.",1,25255001367/96-80,,Fornecedor 34.028.316/0021-57: EMPRESA BRASILEIRA DE CORREIOS ETELGRAFOS.,20/06/1996,CAPUT DO ARTIGO 25 DA LEI 8666/93.,01/07/1996,30/06/1998,"R$ 10,250.64",/contratos/id/contrato/25501750000011996/aditivos,/contratos/id/contrato/25501750000011996/apostilamentos,/contratos/id/contrato/25501750000011996/eventos
15305550000011996,153055: HOSP.UNIVERSITARIO ALCIDES CARNEIRO/UF/PB,"6: DISPENSA DE LICITAÇÃO                             ",00001/1996,"50: CONTRATO                                          ",Licitação 15305506000011996,SISPP,00001/1996,"Apoio a projetos de pesquisa, ensino e extenso e de desenvolviment o institucional, cientfico e tecnolgico.",4,000001/96,,Fornecedor 08.667.750/0001-23: FUNDACAO JOSE AMERICO,10/01/1996,Inciso XIII do artigo 24 da lei n 8.666/93 c/c o artigo 1 da lei 8.958/94.,10/01/1996,09/01/1997,"R$ 3,720,000.00",/contratos/id/contrato/15305550000011996/aditivos,/contratos/id/contrato/15305550000011996/apostilamentos,/contratos/id/contrato/15305550000011996/eventos
25501950000011996,255019: FUNDACAO NACIONAL DE SAUDE/RJ,"1: CONVITE                                           ",000022/1996,"50: CONTRATO                                          ",Licitação 25501901000221996,SISPP,00001/1996,MANUTENO PREVENTIVA E CORRETIVA DOS APARELHOS E EQUIPAMENTOS  DE RADIOLOGIA DA UMBSJ-FNS.,,2524500092/96-56,,Fornecedor 21.591.763/0001-24: VMI INDUSTRIA E COMERCIO LTDA,07/06/1996,ARTIGO 23 - INCISO II - ALNEA A,07/06/1996,06/06/1997,"R$ 13,320.00",/contratos/id/contrato/25501950000011996/aditivos,/contratos/id/contrato/25501950000011996/apostilamentos,/contratos/id/contrato/25501950000011996/eventos
25502750000011996,255027: FUNDACAO NACIONAL DE SAUDE/TO,"6: DISPENSA DE LICITAÇÃO                             ",00001/1996,"50: CONTRATO                                          ",Licitação 25502706000011996,SISPP,00001/1996,Locacao de imovel destinado a instalacao da sede da Coordenacao Regional da FNS na cidade de Palmas/To. situado a ACSO I conjunto 02 lote 11,1,25167000651/95-90,***.949.303-**,,16/01/1996,"Lei 8.666/93 , inc. art. 24 inc. II",16/01/1996,15/01/2001,"R$ 178,950.12",/contratos/id/contrato/25502750000011996/aditivos,/contratos/id/contrato/25502750000011996/apostilamentos,/contratos/id/contrato/25502750000011996/eventos
17020750000011996,170207: SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - AM,"2: TOMADA DE PREÇOS                                  ",000015/1996,"50: CONTRATO                                          ",Licitação 17020702000151996,SISPP,00001/1996,Prestao de Servios de Vigilncia e Segurana Armada e/ou Desarma da Ostensiva dos imveis deste Ministrio em Boa Vista/RR.,5,10283006735/94-99,,Fornecedor 84.013.234/0001-63: TRANSVIG TRANSPORTE DE VALORES EVIGILANCIA LTDA,31/12/1996,Lei n 8.666/1993,31/12/1996,31/12/1999,"R$ 15,876.00",/contratos/id/contrato/17020750000011996/aditivos,/contratos/id/contrato/17020750000011996/apostilamentos,/contratos/id/contrato/17020750000011996/eventos
15326150000011996,153261: HOSPITAL CLINICAS/UFMG,"7: INEXIGIBILIDADE DE LICITAÇÃO                      ",000050/1995,"50: CONTRATO                                          ",Licitação 15326107000501995,SISPP,00001/1996,"Manuteno preventiva e corretiva de um contador automtico de clu las, 08 (oito) parmetros, modelo T890, srie 13511, marca coulter, patrim nio n A890024422, e uma impressora digital para cartes, srie 13266 Printer Card, marca Coulter.",3,23072030499/95-11,,Fornecedor 42.160.812/0004-97: COULTER ELECTRONICS INDUSTRIA ECOMERCIO LTDA,05/01/1996,artigo 25 - inciso I.,05/01/1996,31/12/1996,"R$ 4,800.00",/contratos/id/contrato/15326150000011996/aditivos,/contratos/id/contrato/15326150000011996/apostilamentos,/contratos/id/contrato/15326150000011996/eventos
25502450000011996,255024: FUNDACAO NACIONAL DE SAUDE - SC,"3: CONCORRÊNCIA                                      ",00001/1996,"50: CONTRATO                                          ",Licitação 25502403000011996,SISPP,00001/1996,"execucao de servicos de limpeza e conservacao na coordenacao regional de santa catarina, distrito de joinville , blumenau e sao francisco do sul/sc.",3,25295000372/96-88,,Fornecedor 00.482.840/0001-38: LIDERANCA LIMPEZA E CONSERVACAOLTDA,08/05/1996,lei 8666/93,15/05/1996,15/12/1996,"R$ 34,271.51",/contratos/id/contrato/25502450000011996/aditivos,/contratos/id/contrato/25502450000011996/apostilamentos,/contratos/id/contrato/25502450000011996/eventos
25501450000011996,255014: FUNDACAO NACIONAL DE SAUDE - PA,"7: INEXIGIBILIDADE DE LICITAÇÃO                      ",00001/1996,"50: CONTRATO                                          ",Licitação 25501407000011996,SISPP,00001/1996,Prestao de Servio de Locao de Equipamento Copiadora/ Duplicado ra da marca Xerox.,2,25200000338/96-05,,Fornecedor 02.773.629/0002-80: XEROX COMERCIO E INDUSTRIA LTDA,30/04/1996,Artigo 25 Inciso I da Lei 8.666/93,30/04/1996,30/03/1998,"R$ 173,325.19",/contratos/id/contrato/25501450000011996/aditivos,/contratos/id/contrato/25501450000011996/apostilamentos,/contratos/id/contrato/25501450000011996/eventos
25502150000011996,255021: FNS-COORDENADORIA REGIONAL/RS,"6: DISPENSA DE LICITAÇÃO                             ",00001/1995,"50: CONTRATO                                          ",Licitação 25502106000011995,SISPP,00001/1996,"Locao de imvel, onde encontra-se o Distrito Sanitrio de  Santa Rosa da FNS/RS.",2,25265002412/95-93,,Fornecedor 95.814.117/0001-15: FERRAGENS MISSIONEIRA LTDA,02/01/1996,"Lei n 8.666/93, Art. 24, Inciso X.",02/01/1996,01/01/2001,"R$ 59,976.00",/contratos/id/contrato/25502150000011996/aditivos,/contratos/id/contrato/25502150000011996/apostilamentos,/contratos/id/contrato/25502150000011996/eventos
15301050000011996,153010: MEC-CEFET-CENT.FED.ED.TEC.CELSO S.FONSECA/RJ,"6: DISPENSA DE LICITAÇÃO                             ",00001/1996,"50: CONTRATO                                          ",Licitação 15301006000011996,SISPP,00001/1996,Prestacao de servicos tecnicos administrativos a serem prestados pe la contratada para fins de realizacao dos concursos de admissao aos cursos tecnicos do CEFET/RJ.,5,23063002496199604,,Fornecedor 00.092.956/0001-60: FUNDACAO   DE  APOIO  CEFETRJ-FUNCEFET,15/08/1996,Inciso XIII do art. 24,15/08/1996,14/08/2001,"R$ 26,172.56",/contratos/id/contrato/15301050000011996/aditivos,/contratos/id/contrato/15301050000011996/apostilamentos,/contratos/id/contrato/15301050000011996/eventos
15305650000011996,153056: MEC-UFF-UNIVERSIDADE FEDERAL FLUMINENSE/RJ,"3: CONCORRÊNCIA                                      ",00001/1995,"50: CONTRATO                                          ",Licitação 15305603000011995,SISPP,00001/1996,"Prestao de servios continuados de aquisio de passagens areas e terrestres (domsticos e internacionais), fretamento de nibus e  presta o dos servios de hotelaria e alimentao.",5,23069007042/94-63,,Fornecedor 36.191.559/0001-93: ELECTRA CAMBIO E TURISMO LTDA,16/01/1996,Lei 8666/93,16/01/1996,31/12/1996,"R$ 360,000.00",/contratos/id/contrato/15305650000011996/aditivos,/contratos/id/contrato/15305650000011996/apostilamentos,/contratos/id/contrato/15305650000011996/eventos
13533750000011996,135337: COMPANHIA NACIONAL DE ABASTECIMENTO - CONAB,"2: TOMADA DE PREÇOS                                  ",00001/1996,"50: CONTRATO                                          ",Licitação 13533702000011996,SISPP,00001/1996,Contratao de firma especializada para prestao de servios de vi gilncia.,,14-045/1996,,Fornecedor 74.024.597/0001-40: TRIANGULO EMPRESA DE SEGURANCA EVIGILANCIA LTDA,01/10/1996,Lei 8.666/93 e suas alteraes,01/10/1996,30/09/1997,"R$ 154,125.72",/contratos/id/contrato/13533750000011996/aditivos,/contratos/id/contrato/13533750000011996/apostilamentos,/contratos/id/contrato/13533750000011996/eventos
25500250000011996,255002: FUNDACAO NACIONAL DE SAUDE - AL,"2: TOMADA DE PREÇOS                                  ",00005/1996,"50: CONTRATO                                          ",Licitação 25500202000051996,SISPP,00001/1996,Fornecimento de oxignio gs e oxignio lquido.,3,25110000919/96-39,,Fornecedor 24.380.578/0002-60: WHITE MARTINS GASES INDUSTRIAIS DONORDESTE S/A.,10/07/1996,"Lei n 8.666/93, republicada em 06/07/94.",10/07/1996,31/12/1996,"R$ 28,080.00",/contratos/id/contrato/25500250000011996/aditivos,/contratos/id/contrato/25500250000011996/apostilamentos,/contratos/id/contrato/25500250000011996/eventos
15404050000011996,154040: FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA - FUB,"3: CONCORRÊNCIA                                      ",00001/1996,"50: CONTRATO                                          ",Licitação 15404003000011996,SISPP,00001/1996,Prestao de servios de publicao de matria legal da FUB.,,SCN-009.557/95,,Fornecedor 37.077.765/0001-30: INGRID ROCHA COMUNICACOES LTDA,26/06/1996,Concorrncia Pblica n. SCN-001/96.,04/07/1996,04/07/2001,"R$ 100,000.00",/contratos/id/contrato/15404050000011996/aditivos,/contratos/id/contrato/15404050000011996/apostilamentos,/contratos/id/contrato/15404050000011996/eventos
27302850000011996,273028: 04.DISTRITO RODOVIARIO FEDERAL,"2: TOMADA DE PREÇOS                                  ",0000574/1996,"50: CONTRATO                                          ",Licitação 27302802005741996,SISPP,00001/1996,"PRESTACAO DE SERVICOS ESPECIALIZADOS EM MANUTENCAO HIDRAULICA ,ELETRICA E SANITARIA NA SEDE DO 4/DRF/DNER.",2,51140000941/96-87,,Fornecedor 00.609.263/0001-00: ENCOM ENGENHARIA LTDA,12/03/1997,"ART. 57,II COMBINADO COM O ITEM IV, DO PARAGRAFO PRIMEIRODO MESMO ARTIGO DA LEI 8666/93.",19/03/1997,20/03/1998,"R$ 212,160.00",/contratos/id/contrato/27302850000011996/aditivos,/contratos/id/contrato/27302850000011996/apostilamentos,/contratos/id/contrato/27302850000011996/eventos
27304150000011996,273041: DNER-21.DISTRITO RODOVIARIO FEDERAL/SE,"2: TOMADA DE PREÇOS                                  ",000038/1996,"50: CONTRATO                                          ",Licitação 27304102000381996,SISPP,00001/1996,VIGILNCIA E POLICIAMENTO DA SEDE E RESIDNCIA DO 21 DRF/DNER.,6,51310000065/96-17,,Fornecedor 97.368.930/0001-34: BULDOGS VIGILANCIA LTDA,10/04/1996,LEI N 8.666/93,15/04/1996,15/04/1997,"R$ 173,034.36",/contratos/id/contrato/27304150000011996/aditivos,/contratos/id/contrato/27304150000011996/apostilamentos,/contratos/id/contrato/27304150000011996/eventos
15400350000011996,154003: MEC-FUCAPES-FUND.COORD.DE AP.NIV.SUPERIOR/DF,"2: TOMADA DE PREÇOS                                  ",00007/1995,"50: CONTRATO                                          ",Licitação 15400302000071995,SISPP,00001/1996,Contratao de servios de reproduo de cpias.,2,ADM 0395/95-1,,Fornecedor 32.913.188/0001-55: TECNOLTA EQUIPAMENTOS ELETRONICOSLTDA,02/01/1996,Artigo 22 inciso II da Lei 8.666 de 1993,02/01/1996,01/01/1997,"R$ 40,000.00",/contratos/id/contrato/15400350000011996/aditivos,/contratos/id/contrato/15400350000011996/apostilamentos,/contratos/id/contrato/15400350000011996/eventos
25443050000011996,254430: PREFEITURA DO CAMPUS DA FIOCRUZ,"2: TOMADA DE PREÇOS                                  ",0000114/1995,"50: CONTRATO                                          ",Licitação 25443002001141995,SISPP,00001/1996,Servio de Manuteno dos Elevadores do Pavilho Rocha Lima,8,25380.014283/9597,,Fornecedor 61.460.762/0002-46: INDUSTRIAS VILLARES S/A,02/01/1996,Art.57 Lei 8666/93,02/01/1996,02/01/1997,"R$ 18,768.00",/contratos/id/contrato/25443050000011996/aditivos,/contratos/id/contrato/25443050000011996/apostilamentos,/contratos/id/contrato/25443050000011996/eventos
26401150000011996,264011: FUNDACENTRO / U.E. SANTA CATARINA,"1: CONVITE                                           ",00003/1996,"50: CONTRATO                                          ",Licitação 26401101000031996,SISPP,00001/1996,Prestao de servios de vigilancia armada,6,AD079/96,,Fornecedor 83.930.214/0001-94: SOCIEDADE CATARINENSE DE SEGURANCALTDA,02/05/1996,"Artigo 23, inciso II, alinea a",02/05/1996,31/12/1996,"R$ 35,284.00",/contratos/id/contrato/26401150000011996/aditivos,/contratos/id/contrato/26401150000011996/apostilamentos,/contratos/id/contrato/26401150000011996/eventos
17014750000011996,170147: DELEGACIA DA REC.FEDERAL EM SANTO ANDRE/SP,"7: INEXIGIBILIDADE DE LICITAÇÃO                      ",00001/1996,"50: CONTRATO                                          ",Licitação 17014707000011996,SISPP,00001/1996,Prestao de servio de correspondncia agrupada (SERCA).,2,10805000810/99-68,,Fornecedor 34.028.316/0031-29: EMPRESA BRASILEIRA DE CORREIOS ETELEGRAFOS,09/02/1999,Artigo 25 da Lei 8.666/93.,09/02/1999,10/10/1999,"R$ 2,500.00",/contratos/id/contrato/17014750000011996/aditivos,/contratos/id/contrato/17014750000011996/apostilamentos,/contratos/id/contrato/17014750000011996/eventos
